barcode,name,brand,grade,sugar,fat,protein,calories
7891000284568,['unknown'],Nestlé,d,30.0,15.0,6.0,453.0
7501059242609,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
8470001800572,['unknown'],Nestlé,unknown,13.0,1.0,8.0,375.0
5425032431441,['jam-strawberry'],Sweet Switch,a,4.300000190734863,0.0,0.0,49.0
8410100082189,['unknown'],Nestlé,d,0.20000000298023224,11.199999809265137,12.300000190734863,232.0
7613036886826,['unknown'],Nestlé,b,1.899999976158142,9.699999809265137,12.0,429.0
7613037023466,['unknown'],Nestlé,c,11.0,4.0,7.400000095367432,109.0
9300605101388,['unknown'],"Nestlé, Uncle Tobys",c,7.300000190734863,2.4000000953674316,8.100000381469727,156.0
4800361398589,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
6001068675401,['unknown'],Nestlé,unknown,37.599998474121094,28.299999237060547,3.700000047683716,503.0
7613036867184,['unknown'],Nestlé,not-applicable,0.0,0.0,0.0,0.0
9556001175649,['unknown'],"เนสเล่,Nestlé, Nestle, เนสท์เล่",unknown,47.099998474121094,26.5,5.880000114440918,529.0
7613036287593,['unknown'],Nestlé,unknown,4.0,3.0,7.0,391.0
7613037421705,['unknown'],Nestlé,e,57.5,31.100000381469727,6.300000190734863,542.0
8435257051666,['unknown'],Nestlé,d,23.200000762939453,9.699999809265137,3.4000000953674316,209.0
0028000180737,['unknown'],Nestle Milo,unknown,42.85714340209961,10.714285850524902,10.714285850524902,428.5714416503906
3023290033869,['unknown'],Nestlé,e,13.199999809265137,1.100000023841858,2.799999952316284,70.0
9002100035051,['unknown'],"Nestlé, Docello",e,59.29999923706055,13.0,9.600000381469727,453.0
8435257022901,['unknown'],Nestlé,unknown,17.0,4.0,3.299999952316284,125.0
8435257034928,['yoghurt-plain-or-fruit-average'],Nestlé,c,11.399999618530273,2.4000000953674316,3.5999999046325684,93.0
7613034081322,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
3023290035382,['unknown'],Nestlé,unknown,17.0,0.800000011920929,3.0999999046325684,103.0
7613035627352,['unknown'],Nestlé,unknown,21.299999237060547,7.400000095367432,2.0999999046325684,177.0
7613036675017,['unknown'],Nestlé,d,25.0,5.0,8.399999618530273,382.0
8002270446504,['unknown'],"Nestlé, San Pellegrino",a,0.0,0.0,0.0,0.0
4820001314342,['unknown'],Nestlé,d,9.800000190734863,7.699999809265137,13.0,158.0
9556291800726,['unknown'],"ทาทาวา,tatawa",e,33.29999923706055,29.200000762939453,4.170000076293945,500.0
3133359065967,['unknown'],Nestlé,unknown,20.0,3.700000047683716,7.5,148.0
8470002306608,['unknown'],Nestlé,unknown,13.199999809265137,0.4000000059604645,0.5,66.0
7613036057172,['unknown'],Nestlé,unknown,11.0,4.0,7.400000095367432,109.0
8437019064006,['unknown'],Kitchen 154,unknown,34.689998626708984,0.5299999713897705,3.509999990463257,223.0
7613036886840,['unknown'],Nestlé,not-applicable,2.799999952316284,8.600000381469727,9.699999809265137,423.0
7613035194168,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
8470003956406,['unknown'],Nestlé,unknown,2.200000047683716,3.700000047683716,5.0,104.0
7613037426762,['unknown'],Nestlé,unknown,0.0,0.0,0.10000000149011612,1.0
08302076,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
8888082133753,['unknown'],Nestlé,unknown,6.099999904632568,1.0,0.5,48.0
7613036961561,['unknown'],"NESTLÉ NORGE AS, STARBUCKS, by NESPRESSO",unknown,0.0,0.0,0.20000000298023224,1.0
5900020024923,['unknown'],Nestlé,d,24.0,9.300000190734863,6.199999809265137,390.0
5000189140387,['unknown'],Nestlé,unknown,49.5,21.799999237060547,5.400000095367432,486.0
5998710960569,['unknown'],Nestlé,unknown,3.299999952316284,1.5,5.0,383.0
7613037275049,['unknown'],Nestlé,unknown,1.7999999523162842,1.7999999523162842,2.200000047683716,55.0
7613037985276,['unknown'],Nestlé,e,43.79999923706055,22.100000381469727,5.5,483.0
8480000442024,['unknown'],Nestlé,unknown,0.0,0.0,0.0,356.0
7613035873100,['unknown'],Nestlé,unknown,18.0,4.0,10.0,383.0
5060503501621,['unknown'],Ella's kitchen,b,2.9000000953674316,6.800000190734863,7.199999809265137,186.0
7613036208505,['unknown'],Nestlé,unknown,27.799999237060547,15.300000190734863,3.0,304.0
7613036678001,['unknown'],"Nestlé, Nidal, Nidal 3",not-applicable,0.0,0.0,0.0,0.0
8410614102007,['unknown'],thunder bitch,unknown,0.0,0.0,0.0,0.0
0028000302658,['unknown'],Nestlé,unknown,78.56999969482422,3.569999933242798,7.139999866485596,357.0
8850125092884,['unknown'],"เนสเล่,Nestlé, Nestle, เนสท์เล่",b,4.78000020980835,0.4350000023841858,5.21999979019165,56.5
9556001267030,['unknown'],"เนสเล่,Nestlé, Nestle, เนสท์เล่",e,46.400001525878906,28.600000381469727,8.569999694824219,521.0
3800020411971,['unknown'],"Nestlé, Kitkat",unknown,43.099998474121094,30.200000762939453,10.800000190734863,529.0
7613036951449,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
7613036961622,['unknown'],"AS Nestlé Norge, STARBUCKS, by NESPRESSO",unknown,0.0,0.0,0.20000000298023224,1.0
7501058637734,['breakfast-cereals-sweet-average'],Nestle,d,34.20000076293945,3.0,6.300000190734863,369.0
3387390336566,['breakfast-cereals-sweet-average'],Nestlé,d,12.0,1.399999976158142,9.199999809265137,367.0
8435257056036,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
8002270011054,['unknown'],"Nestlé, San Pellegrino",a,0.0,0.0,0.0,0.0
7613035011212,['unknown'],Nestlé,e,47.400001525878906,31.600000381469727,3.5999999046325684,549.0
7613035264083,['unknown'],Nestlé,unknown,44.400001525878906,25.700000762939453,9.5,513.0
5060107332225,['unknown'],Ella's Kitchen,not-applicable,3.0999999046325684,1.7000000476837158,4.0,60.0
8904063280787,['unknown'],Haldiram's,unknown,27.0,4.0,7.0,292.0
8470002170674,['unknown'],Nestlé,not-applicable,34.0,8.300000190734863,32.400001525878906,385.0
0028000131708,['unknown'],Nestlé,e,54.66999816894531,25.059999465942383,4.559999942779541,501.0
7613035691063,['unknown'],Nestlé,e,49.599998474121094,34.099998474121094,8.600000381469727,552.0
3023290948927,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
3428200388662,['unknown'],Nestlé,unknown,8.699999809265137,1.7999999523162842,4.0,68.0
8410100082288,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
277613196013513500000180,['unknown'],Nestlé,unknown,4.0,3.5,5.5,76.0
277613030461883500000180,['unknown'],Nestlé,unknown,12.0,2.9000000953674316,4.199999809265137,98.0
7613035219847,['unknown'],Nestlé,unknown,51.0,24.399999618530273,6.699999809265137,502.0
7613035334298,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
6394965198563,['unknown'],Nestlé,unknown,7.5,1.7999999523162842,3.700000047683716,62.0
7501059284517,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
3033719991953,['unknown'],Nestlé,e,57.0,32.0,7.300000190734863,544.0
8410100049137,['unknown'],Nestlé,unknown,52.5,33.20000076293945,7.199999809265137,550.0
7802230070227,['unknown'],Nestlé,e,44.0,36.20000076293945,11.300000190734863,559.0
01433487,['ice-cream-cone-normal-size'],Nestlé,unknown,15.699999809265137,13.600000381469727,2.859999895095825,229.0
8435257052120,['unknown'],Nestlé,unknown,4.400000095367432,8.399999618530273,3.200000047683716,106.0
9782501073196,['unknown'],Nestlé,not-applicable,0.0,0.0,0.0,0.0
7613036686303,['unknown'],Nestlé,b,3.0999999046325684,0.20000000298023224,6.900000095367432,359.0
9300605061576,['unknown'],Nestlé,unknown,4.0,21.600000381469727,2.799999952316284,216.0
